Num,Id,Request#,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,AVERAGE_Z_SCORE,AVERAGE_Z_SCORE_ENGLISH,AVERAGE_Z_SCORE_CHINESE
151,432640,"Hi, I tweaked it again. Could you check please?#",,3,,,2,,-4,,,3,,,4,,,,,,8,5,,,,,3,,,,,6,,,,,,,3,,12,,,,9,,,,-1,,,,,,,,blank,0.246498599,blank,blank,0.373823209,blank,-1.037201986,blank,blank,0.399298408,blank,blank,0.719996242,blank,blank,blank,blank,blank,1.105621432,0.451159491,blank,blank,blank,blank,0.291581633,blank,blank,blank,blank,0.785592133,blank,blank,blank,blank,blank,blank,0.625734982,blank,2.2809,blank,blank,blank,1.611173386,blank,blank,blank,-0.236770266,blank,blank,blank,blank,blank,blank,blank,0.585954405,0.370707685,1.070259526
152,255097,"To be quite frank it doesn't matter that the quotes don't appear any other place on the internet, the point is that they violate policy by being here and you could always set up a personal website to host them where all you'd have to worry about is fair use and not Wikipedia's stricter requirements. Are there more of these quote/source pages than <url>, <url> and <url>?#",-4,,,-4,,-6,,,-3,,,-3,,,,,,-4,0,,,,,1,,,,,-2,,,,,,,1,,7,,,,-1,,,,-1,,,,,,,,,-0.76816372,blank,blank,-0.818849619,blank,-1.101418126,blank,blank,-0.722834028,blank,blank,-0.894783222,blank,blank,blank,blank,blank,-1.149905917,-0.651075977,blank,blank,blank,blank,-0.130560928,blank,blank,blank,blank,-0.799589954,blank,blank,blank,blank,blank,blank,-0.008861059,blank,1.478551412,blank,blank,blank,-0.277260556,blank,blank,blank,-0.465189873,blank,blank,blank,blank,blank,blank,blank,blank,-0.485380121,-0.781909055,0.181809981
153,565696,Oh dear. Does that mean it's too difficult a read for Wiki?#,-1,,,5,,0,,,5,,,4,,,,,,5,3,,,,,3,,,,,0,,,,,,,3,,0,,,,0,,,,-11,,,,,,,,,-0.290380634,blank,blank,0.74040194,blank,-0.089193831,blank,blank,0.807212256,blank,blank,0.338914346,blank,blank,blank,blank,blank,0.731758311,0.007685551,blank,blank,blank,blank,0.352998066,blank,blank,blank,blank,-0.287032291,blank,blank,blank,blank,blank,blank,0.463728733,blank,-0.030394482,blank,blank,blank,-0.071287333,blank,blank,blank,-3.342059839,blank,blank,blank,blank,blank,blank,blank,blank,-0.051357631,0.256929302,-0.74500323
154,620540,"Oh, yeah, I've heard of that--that was the issue the Colonel was (incorrectly) alluding to, right? Is that list to which your link sent me something that Steve had to create, or was it generated automatically?#",-2,,,0,,0,,,1,,,-2,,,,,,2,1,,,,,-1,,,,,3,,,,,,,1,,0,,,,0,,,,0,,,,,,,,,-0.449641663,blank,blank,-0.125848926,blank,-0.089193831,blank,blank,0.042189114,blank,blank,-0.718540712,blank,blank,blank,blank,blank,0.104536902,-0.431488801,blank,blank,blank,blank,-0.614119923,blank,blank,blank,blank,0.481804203,blank,blank,blank,blank,blank,blank,-0.008861059,blank,-0.030394482,blank,blank,blank,-0.071287333,blank,blank,blank,-0.177502877,blank,blank,blank,blank,blank,blank,blank,blank,-0.160642261,-0.200033737,-0.072011437
155,237753,"I'm wondering why in the <url> article, you keep changing the link <url> to <url> which just redirects to <url>? Why not just leave the link to point to the intended article directy?#",-3,,,-3,,-2,,,-5,,,-9,,,,,,2,0,,,,,2,,,,,3,,,,,,,-1,,-12,,,,-1,,,,-3,,,,,,,,,-0.608902692,blank,blank,-0.645599446,blank,-0.426601929,blank,blank,-1.105345599,blank,blank,-1.95223828,blank,blank,blank,blank,blank,0.104536902,-0.651075977,blank,blank,blank,blank,0.111218569,blank,blank,blank,blank,0.481804203,blank,blank,blank,blank,blank,blank,-0.481450851,blank,-2.61715887,blank,blank,blank,-0.277260556,blank,blank,blank,-1.040563867,blank,blank,blank,blank,blank,blank,blank,blank,-0.700664492,-0.521356028,-1.104108536
156,589985,"PS I also am wondering about the letter ""ll"". It seems, like the Welsh <url>, to have a particular (and tricky) pronunciation, but thereu2019s nothing on the <url> or <url> pages about it: Can you shed any light on this?#",3,,,-3,,0,,,0,,,6,,,,,,11,3,,,,,7,,,,,0,,,,,,,4,,-1,,,,-1,,,,0,,,,,,,,,0.346663481,blank,blank,-0.645599446,blank,-0.089193831,blank,blank,-0.149066672,blank,blank,0.691399366,blank,blank,blank,blank,blank,1.986201129,0.007685551,blank,blank,blank,blank,1.320116054,blank,blank,blank,blank,-0.287032291,blank,blank,blank,blank,blank,blank,0.700023629,blank,-0.245958181,blank,blank,blank,-0.277260556,blank,blank,blank,-0.177502877,blank,blank,blank,blank,blank,blank,blank,blank,0.244651951,0.353463705,-0.000174496
157,473852,"More a bot to flag articles where persondata and defaultsort disagree, so that humans can check which is correct. I presume your bot already detects cases where DEFAULTSORT and listas disagree?#",-3,,,0,,-2,,,1,,,-2,,,,,,0,0,,,,,-1,,,,,0,,,,,,,1,,-3,,,,-2,,,,-1,,,,,,,,,-0.608902692,blank,blank,-0.125848926,blank,-0.426601929,blank,blank,0.042189114,blank,blank,-0.718540712,blank,blank,blank,blank,blank,-0.313610705,-0.651075977,blank,blank,blank,blank,-0.614119923,blank,blank,blank,blank,-0.287032291,blank,blank,blank,blank,blank,blank,-0.008861059,blank,-0.677085579,blank,blank,blank,-0.48323378,blank,blank,blank,-0.465189873,blank,blank,blank,blank,blank,blank,blank,blank,-0.410608795,-0.411504893,-0.408592573
158,619643,Really? When/where did that happen?#,,,0,,,0,,-3,,,0,,,0,,,,,,0,1,,,,,0,,,,,0,,,,,,,0,,0,,,,-1,,,,0,,,,,,,blank,blank,-0.521769692,blank,blank,-0.089193831,blank,-0.965431048,blank,blank,-0.294573643,blank,blank,-0.241642651,blank,blank,blank,blank,blank,-0.657340487,-0.18133609,blank,blank,blank,blank,-0.398678414,blank,blank,blank,blank,-0.27104234,blank,blank,blank,blank,blank,blank,-0.030394482,blank,-0.279546563,blank,blank,blank,-0.882687927,blank,blank,blank,-0.004163414,blank,blank,blank,blank,blank,blank,-0.370600045,-0.402334244,-0.299198096
159,196201,The <url> disambiguation page seems to be a model for collecting the related entries for IOOF buildings in a single place. Do you agree?#,3,,,3,,0,,,0,,,0,,,,,,11,3,,,,,4,,,,,0,,,,,,,2,,0,,,,0,,,,0,,,,,,,,,0.346663481,blank,blank,0.393901594,blank,-0.089193831,blank,blank,-0.149066672,blank,blank,-0.366055693,blank,blank,blank,blank,blank,1.986201129,0.007685551,blank,blank,blank,blank,0.594777563,blank,blank,blank,blank,-0.287032291,blank,blank,blank,blank,blank,blank,0.227433837,blank,-0.030394482,blank,blank,blank,-0.071287333,blank,blank,blank,-0.177502877,blank,blank,blank,blank,blank,blank,blank,blank,0.18354846,0.270875648,-0.012937713
160,564946,"Hi there, I've raised the possibility of unprotecting the tamazepam page <url>. What are your thoughts?#",6,,,5,,0,,,4,,,8,,,,,,12,4,,,,,3,,,,,2,,,,,,,3,,0,,,,-1,,,,1,,,,,,,,,0.824446568,blank,blank,0.74040194,blank,-0.089193831,blank,blank,0.61595647,blank,blank,1.043884385,blank,blank,blank,blank,blank,2.195274932,0.227272727,blank,blank,blank,blank,0.352998066,blank,blank,blank,blank,0.225525372,blank,blank,blank,blank,blank,blank,0.463728733,blank,-0.030394482,blank,blank,blank,-0.277260556,blank,blank,blank,0.11018412,blank,blank,blank,blank,blank,blank,blank,blank,0.492524957,0.681840737,0.066564454
161,291631,"Also, how does that vandalism thing on your page work? Do you have to change the count manually, or does it detect vandalism itself?#",0,,,,,1,,,,-3,,,0,,,,-1,,,-1,,0,,,,,,,3,,2,,,,,,,-1,,,6,,,,,,-9,,,0,,2,,,-0.131119605,blank,blank,blank,blank,0.079510218,blank,blank,blank,-0.523849527,blank,blank,-0.219456057,blank,blank,blank,-0.11782484,blank,blank,-0.879040482,blank,-0.108950117,blank,blank,blank,blank,blank,blank,0.481804203,blank,0.069035878,blank,blank,blank,blank,blank,blank,-0.245958181,blank,blank,0.656819853,blank,blank,blank,blank,blank,-2.025403057,blank,blank,-0.240049855,blank,0.235126007,blank,blank,-0.212096826,-0.149987814,-0.323893047
162,620910,"Thanks, can we write an article on that ? do you think it is notable enough ?#",-2,,,,,4,,,,9,,,6,,,,2,,,2,,10,,,,,,,4,,12,,,,,,,1,,,12,,,,,,3,,,0,,8,,,-0.449641663,blank,blank,blank,blank,0.585622366,blank,blank,blank,1.322446342,blank,blank,1.189722392,blank,blank,blank,0.543988529,blank,blank,-0.213940496,blank,1.691878264,blank,blank,blank,blank,blank,blank,0.738083034,blank,1.769426968,blank,blank,blank,blank,blank,blank,0.185169218,blank,blank,1.759761029,blank,blank,blank,blank,blank,0.65754613,blank,blank,-0.240049855,blank,1.79397246,blank,blank,0.809570337,0.797509526,0.831279797
163,262902,Why haven't you submitted the diet to Good Article? And when are you going for Featured Article candidates?#,-8,,,,,-5,,,,-11,,,-4,,,,-2,,,-3,,-1,,,,,,,-4,,-12,,,,,,,-3,,,-9,,,,,,-6,,,-3,,-3,,,-1.405207836,blank,blank,blank,blank,-0.932714077,blank,blank,blank,-1.754713439,blank,blank,-1.158908356,blank,blank,blank,-0.338429296,blank,blank,-1.322440474,blank,-0.289032955,blank,blank,blank,blank,blank,blank,-1.312147617,blank,-2.311511648,blank,blank,blank,blank,blank,blank,-0.677085579,blank,blank,-2.100533088,blank,blank,blank,blank,blank,-1.35466576,blank,blank,-1.486414624,blank,-1.063912705,blank,blank,-1.250551247,-1.202789522,-1.336522351
164,624484,"Where is the exception in <url> for ""tossing out citations and verifiable in order to make it easier for the reader""? Who are you to disagree with Nikon's label of ""Compact Professional""?#",-12,,,,,-7,,,,-12,,,-2,,,,-8,,,-7,,-11,,,,,,,-8,,-8,,,,,,,2,,,-12,,,,,,0,,,0,,-4,,,-2.042251951,blank,blank,blank,blank,-1.270122175,blank,blank,blank,-1.908571429,blank,blank,-0.689182207,blank,blank,blank,-1.662056034,blank,blank,-2.209240456,blank,-2.089861336,blank,blank,blank,blank,blank,blank,-2.337262942,blank,-1.631355212,blank,blank,blank,blank,blank,blank,0.400732917,blank,blank,-2.652003676,blank,blank,blank,blank,blank,-0.013191167,blank,blank,-0.240049855,blank,-1.323720447,blank,blank,-1.404866855,-1.759989305,-0.765646446
165,620852,Thanks! =D And how soon are we going to try to get The Lost Age to Featured Article?#,4,,,,,-3,,,,4,,,7,,,,3,,,2,,7,,,,,,,6,,2,,,,,,,4,,,9,,,,,,12,,,2,,4,,,0.50592451,blank,blank,blank,blank,-0.595305979,blank,blank,blank,0.553156397,blank,blank,1.424585467,blank,blank,blank,0.764592985,blank,blank,-0.213940496,blank,1.15162975,blank,blank,blank,blank,blank,blank,1.250640697,blank,0.069035878,blank,blank,blank,blank,blank,blank,0.831860315,blank,blank,1.208290441,blank,blank,blank,blank,blank,2.66975802,blank,blank,0.590859992,blank,0.754741491,blank,blank,0.783273533,0.545591023,1.211102052
166,577073,"I am doing stub cleaning and consolidation that is needed to reduce the incidence of tiny articles. For instance, did you know that the Luis Rodriguez article was linked to by a music producer, two boxers and a singer?#",-1,,,,,5,,,,1,,,-3,,,,1,,,0,,3,,,,,,,2,,0,,,,,,,4,,,6,,,,,,-3,,,0,,2,,,-0.290380634,blank,blank,blank,blank,0.754326415,blank,blank,blank,0.091582429,blank,blank,-0.924045282,blank,blank,blank,0.323384072,blank,blank,-0.657340487,blank,0.431298397,blank,blank,blank,blank,blank,blank,0.225525372,blank,-0.27104234,blank,blank,blank,blank,blank,blank,0.831860315,blank,blank,0.656819853,blank,blank,blank,blank,blank,-0.683928464,blank,blank,-0.240049855,blank,0.235126007,blank,blank,0.0345097,-0.035188006,0.159965571
167,215843,"I didn't remove the image; I just moved it down to the bottom of the box, to avoid having a long stack of images at the top. Is that a problem?#",-7,,,,,6,,,,-9,,,2,,,,-1,,,-4,,-1,,,,,,,-4,,-12,,,,,,,1,,,6,,,,,,-6,,,-1,,-1,,,-1.245946807,blank,blank,blank,blank,0.923030465,blank,blank,blank,-1.446997461,blank,blank,0.250270093,blank,blank,blank,-0.11782484,blank,blank,-1.544140469,blank,-0.289032955,blank,blank,blank,blank,blank,blank,-1.312147617,blank,-2.311511648,blank,blank,blank,blank,blank,blank,0.185169218,blank,blank,0.656819853,blank,blank,blank,blank,blank,-1.35466576,blank,blank,-0.655504778,blank,-0.54429722,blank,blank,-0.629055709,-0.788255693,-0.342495738
168,629841,Is there any way I could talk you into being more conservative with creation of new articles? Do you agree that some of what you're creating here would be seen as obviously deletable material by most editors?#,-10,,,,,-8,,,,-3,,,3,,,,-1,,,-7,,-10,,,,,,,-7,,12,,,,,,,-1,,,12,,,,,,-5,,,2,,-5,,,-1.723729893,blank,blank,blank,blank,-1.438826225,blank,blank,blank,-0.523849527,blank,blank,0.485133167,blank,blank,blank,-0.11782484,blank,blank,-2.209240456,blank,-1.909778498,blank,blank,blank,blank,blank,blank,-2.080984111,blank,1.769426968,blank,blank,blank,blank,blank,blank,-0.245958181,blank,blank,1.759761029,blank,blank,blank,blank,blank,-1.131086661,blank,blank,0.590859992,blank,-1.583528189,blank,blank,-0.597116102,-0.861074824,-0.121990402
169,612483,"I still prefer Huxley's version, as I don't think that version makes the dying off clear, and ignores the r-type organism analogue. Is there any way to work more emphasis into the dying off part in, as it's absolutely crucial to the removal of unfit forms?#",-6,,,,,3,,,,0,,,0,,,,0,,,0,,2,,,,,,,2,,10,,,,,,,3,,,-6,,,,,,9,,,-1,,-1,,,-1.086685778,blank,blank,blank,blank,0.416918317,blank,blank,blank,-0.06227556,blank,blank,-0.219456057,blank,blank,blank,0.102779616,blank,blank,-0.657340487,blank,0.251215559,blank,blank,blank,blank,blank,blank,0.225525372,blank,1.42934875,blank,blank,blank,blank,blank,blank,0.616296616,blank,blank,-1.5490625,blank,blank,blank,blank,blank,1.999020724,blank,blank,-0.655504778,blank,-0.54429722,blank,blank,0.01903447,0.044447748,-0.026709432
170,554731,"By chance, I have indef blocked <person> over your 31-hour block. Would you like me to keep indef block or change it back to 31 hours?#",-2,,,,,-5,,,,0,,,-1,,,,0,,,3,,3,,,,,,,3,,11,,,,,,,-1,,,6,,,,,,0,,,2,,2,,,-0.449641663,blank,blank,blank,blank,-0.932714077,blank,blank,blank,-0.06227556,blank,blank,-0.454319132,blank,blank,blank,0.102779616,blank,blank,0.0077595,blank,0.431298397,blank,blank,blank,blank,blank,blank,0.481804203,blank,1.599387859,blank,blank,blank,blank,blank,blank,-0.245958181,blank,blank,0.656819853,blank,blank,blank,blank,blank,-0.013191167,blank,blank,0.590859992,blank,0.235126007,blank,blank,0.139123975,0.080453238,0.244731301
171,83784,"OK, the 3920th is done. Any further thoughts?#",3,,,,,,,,,,1,,,,12,,1,,,2,,0,,6,,,,6,,,,,,-7,,,,,0,,,,3,,,,0,,,,,,,,0.346663481,blank,blank,blank,blank,blank,blank,blank,blank,blank,-0.139534884,blank,blank,blank,1.858526579,blank,0.323384072,blank,blank,-0.213940496,blank,-0.108950117,blank,1.078336557,blank,blank,blank,1.136455299,blank,blank,blank,blank,blank,-2.055136664,blank,blank,blank,blank,-0.1191,blank,blank,blank,0.526378593,blank,blank,blank,-0.013191167,blank,blank,blank,blank,blank,blank,blank,0.218324271,0.535117562,-0.415262309
172,384811,"Yobot labelled <url> as a stub, though it has <person>. Perhaps that's a dab template Yobot doesn't know about?#",2,,,,,,,,,,4,,,,9,,2,,,1,,2,,2,,,,9,,,,,,-5,,,,,1,,,,0,,,,0,,,,,,,,0.187402453,blank,blank,blank,blank,blank,blank,blank,blank,blank,0.325581395,blank,blank,blank,1.323385658,blank,0.543988529,blank,blank,-0.435640491,blank,0.251215559,blank,0.111218569,blank,blank,blank,1.808648891,blank,blank,blank,blank,blank,-1.583883129,blank,blank,blank,blank,0.0809,blank,blank,blank,-0.016018803,blank,blank,blank,-0.013191167,blank,blank,blank,blank,blank,blank,blank,0.215300622,0.51447507,-0.383048275
173,508269,"...why not try something a bit more proactive? Now, obviously he's using proxies, but are there no rangeblocks that might make his job harder?#",-2,,,,,,,,,,-1,,,,6,,-5,,,2,,4,,-3,,,,-7,,,,,,-3,,,,,-7,,,,-9,,,,-1,,,,,,,,-0.449641663,blank,blank,blank,blank,blank,blank,blank,blank,blank,-0.449612403,blank,blank,blank,0.788244738,blank,-1.000242665,blank,blank,-0.213940496,blank,0.611381235,blank,-1.097678917,blank,blank,blank,-1.776383598,blank,blank,blank,blank,blank,-1.112629595,blank,blank,blank,blank,-1.5191,blank,blank,blank,-1.643210993,blank,blank,blank,-0.236770266,blank,blank,blank,blank,blank,blank,blank,-0.674965385,-0.448484221,-1.127927713
174,328920,The copyediting is being done as I speak. Anything else you can think of?#,5,,,,,,,,,,7,,,,12,,3,,,1,,9,,2,,,,0,,,,,,-2,,,,,0,,,,0,,,,0,,,,,,,,0.665185539,blank,blank,blank,blank,blank,blank,blank,blank,blank,0.790697674,blank,blank,blank,1.858526579,blank,0.764592985,blank,blank,-0.435640491,blank,1.511795426,blank,0.111218569,blank,blank,blank,-0.207931884,blank,blank,blank,blank,blank,-0.877002828,blank,blank,blank,blank,-0.1191,blank,blank,blank,-0.016018803,blank,blank,blank,-0.013191167,blank,blank,blank,blank,blank,blank,blank,0.3360943,0.632305549,-0.256328199
175,594145,thank you. any clue what happened?#,,12,,,,,,,,,,6,,,,10,,2,,,3,,0,,6,,,,2,,,,,,1,,,,,6,,,,6,,,,3,,,,,,,blank,1.822128852,blank,blank,blank,blank,blank,blank,blank,blank,blank,0.691399366,blank,blank,blank,2.345402379,blank,0.104536902,blank,blank,0.268071815,blank,-0.411504425,blank,1.056887755,blank,blank,blank,0.225525372,blank,blank,blank,blank,blank,0.111111111,blank,blank,blank,blank,1.183154559,blank,blank,blank,1.774867122,blank,blank,blank,0.776476711,blank,blank,blank,blank,blank,blank,0.829004793,0.762806002,0.961402376
176,542963,"See: <url>. If I remember correctly, you said you planned on cleaning up after the bot tagged the images; is that still the case?#",9,,,,,,,,,,-1,,,,8,,-1,,,3,,4,,-1,,,,6,,,,,,-3,,,,,0,,,,-3,,,,-2,,,,,,,,1.302229654,blank,blank,blank,blank,blank,blank,blank,blank,blank,-0.449612403,blank,blank,blank,1.145005351,blank,-0.11782484,blank,blank,0.0077595,blank,0.611381235,blank,-0.614119923,blank,blank,blank,1.136455299,blank,blank,blank,blank,blank,-1.112629595,blank,blank,blank,blank,-0.1191,blank,blank,blank,-0.5584162,blank,blank,blank,-0.460349365,blank,blank,blank,blank,blank,blank,blank,0.06423156,0.377659234,-0.56262379
177,133725,"I don't think I've used it in Wikipedia. So, if I haven't, why did you bring it up?#",-5,,,,,,,,,,-8,,,,3,,-5,,,-3,,0,,-4,,,,-7,,,,,,-6,,,,,-12,,,,-11,,,,-2,,,,,,,,-0.927424749,blank,blank,blank,blank,blank,blank,blank,blank,blank,-1.534883721,blank,blank,blank,0.253103817,blank,-1.000242665,blank,blank,-1.322440474,blank,-0.108950117,blank,-1.339458414,blank,blank,blank,-1.776383598,blank,blank,blank,blank,blank,-1.819509896,blank,blank,blank,blank,-2.5191,blank,blank,blank,-2.004809257,blank,blank,blank,-0.460349365,blank,blank,blank,blank,blank,blank,blank,-1.213370703,-0.96958499,-1.700942129
178,355457,"Some pictures are not mine, but those that I have changed, their own. And you can submit a complaint the owners of those photos?#",0,,,,,,,,,,0,,,,2,,-5,,,,,1,,-2,,,,,,,,,,-3,,,,,-10,,,,-6,,,,0,,,,,,,,-0.131119605,blank,blank,blank,blank,blank,blank,blank,blank,blank,-0.294573643,blank,blank,blank,0.074723511,blank,-1.000242665,blank,blank,blank,blank,0.071132721,blank,-0.85589942,blank,blank,blank,blank,blank,blank,blank,blank,blank,-1.112629595,blank,blank,blank,blank,-2.1191,blank,blank,blank,-1.100813596,blank,blank,blank,-0.013191167,blank,blank,blank,blank,blank,blank,blank,-0.648171346,-0.355996517,-1.086433589
179,496654,"When I find 20 sources calling an Individual Armenian including TURKISH, the NYT and Time's article are presented in a dubious manner, how can I bey considered aggressive? It is the duty of every editor and admin to weed out Original research and dubious citations, no?#",-4,,,,,,,,,,-4,,,,3,,-2,,,0,,2,,-4,,,,-8,,,,,,-1,,,,,-10,,,,-10,,,,-1,,,,,,,,-0.76816372,blank,blank,blank,blank,blank,blank,blank,blank,blank,-0.914728682,blank,blank,blank,0.253103817,blank,-0.338429296,blank,blank,-0.657340487,blank,0.251215559,blank,-1.339458414,blank,blank,blank,-2.000448129,blank,blank,blank,blank,blank,-0.64137606,blank,blank,blank,blank,-2.1191,blank,blank,blank,-1.824010125,blank,blank,blank,-0.236770266,blank,blank,blank,blank,blank,blank,blank,-0.86129215,-0.689281169,-1.205314113
180,567951,Are you calling me a vandal for visiting your user page? Or am I just <url>?#,-5,,,,,,,,,,-8,,,,1,,-2,,,0,,2,,-4,,,,-8,,,,,,-6,,,,,-6,,,,-10,,,,-2,,,,,,,,-0.927424749,blank,blank,blank,blank,blank,blank,blank,blank,blank,-1.534883721,blank,blank,blank,-0.103656796,blank,-0.338429296,blank,blank,-0.657340487,blank,0.251215559,blank,-1.339458414,blank,blank,blank,-2.000448129,blank,blank,blank,blank,blank,-1.819509896,blank,blank,blank,blank,-1.3191,blank,blank,blank,-1.824010125,blank,blank,blank,-0.460349365,blank,blank,blank,blank,blank,blank,blank,-1.006116285,-0.831303254,-1.355742346
181,34411,I was thinking about creating a page about Nintendo eShop. And since you are a well trusted user I am asking you if you think that would just be deleted because there isn't enough information?#,6,1,,,,12,,,,,1,,,0,,,,3,,,,10,,,,,4,,,,,,,4,,9,,,,3,,,,2,,,,-2,,,,,,,0.824446568,-0.103641457,blank,blank,blank,1.93525476,blank,blank,blank,blank,-0.139534884,blank,blank,-0.241642651,blank,blank,blank,0.313610705,blank,blank,blank,1.691878264,blank,blank,blank,blank,0.773696145,blank,blank,blank,blank,blank,blank,0.536757776,blank,1.88149811,blank,blank,blank,0.451803998,blank,blank,blank,0.256264237,blank,blank,blank,-0.524590164,blank,blank,blank,blank,blank,blank,0.5889078,0.631758431,0.520346791
182,381792,It is an obvious and strongly followed point that april fools jokes ''should not disrupt the running of the wiki''. Could you explain why the HELLS you coated a dozen users' pages with pictures of jimbo's ugly bearded fizzogg?#,-11,-9,,,,-2,,,,,-12,,,0,,,,-6,,,,-11,,,,,0,,,,,,,-4,,-12,,,,3,,,,2,,,,-8,,,,,,,-1.882990922,-1.854341737,blank,blank,blank,-0.426601929,blank,blank,blank,blank,-2.15503876,blank,blank,-0.241642651,blank,blank,blank,-1.568053523,blank,blank,blank,-2.089861336,blank,blank,blank,blank,-0.133333333,blank,blank,blank,blank,blank,blank,-1.348256362,blank,-3.080694707,blank,blank,blank,0.451803998,blank,blank,blank,0.256264237,blank,blank,blank,-2.085870414,blank,blank,blank,blank,blank,blank,-1.242970572,-1.293983024,-1.16135065
183,141067,There is a special tool which shows you page sizes? Would you like to know how to use it?#,10,,,,,,10,3,,,,6,,,,,0,,,-1,,,,4,,,,-11,,,,,-2,,,,,,,5,,12,,,,5,,,,2,,,,3,1.461490683,blank,blank,blank,blank,blank,1.822917731,0.07679654,blank,blank,blank,0.691399366,blank,blank,blank,blank,0.102779616,blank,blank,-0.879040482,blank,blank,blank,0.594777563,blank,blank,blank,-2.672641721,blank,blank,blank,blank,-1.136080178,blank,blank,blank,blank,blank,blank,0.939371039,blank,2.400391349,blank,blank,blank,1.260932106,blank,blank,blank,0.590859992,blank,blank,blank,0.368898978,0.401632327,0.149809912,0.737395548
184,258490,"Your <url> is a brilliant idea! Would you mind if I linked to it from my collection of ""Useful things"" on my user page?#",12,,,,,,12,7,,,,12,,,,,12,,,3,,,,5,,,,12,,,,,4,,,,,,,12,,12,,,,5,,,,4,,,,5,1.780012741,blank,blank,blank,blank,blank,2.231506262,0.771614932,blank,blank,blank,1.748854424,blank,blank,blank,blank,2.750033091,blank,blank,0.0077595,blank,blank,blank,0.83655706,blank,blank,blank,2.480842483,blank,blank,blank,blank,1.091091314,blank,blank,blank,blank,blank,blank,2.64585568,blank,2.400391349,blank,blank,blank,1.260932106,blank,blank,blank,1.421769838,blank,blank,blank,0.82292849,1.589296376,1.575897561,1.607161463
185,280419,"See the page <url>, and in particular the section <url>. Does that make sense?#",-6,,,,,,1,5,,,,7,,,,,0,,,1,,,,0,,,,-1,,,,,-3,,,,,,,-7,,-8,,,,1,,,,0,,,,-2,-1.086685778,blank,blank,blank,blank,blank,-0.015730658,0.424205736,blank,blank,blank,0.867641875,blank,blank,blank,blank,0.102779616,blank,blank,-0.435640491,blank,blank,blank,-0.372340426,blank,blank,blank,-0.431996415,blank,blank,blank,blank,-1.507275427,blank,blank,blank,blank,blank,blank,-1.986031204,blank,-1.71907312,blank,blank,blank,0.11018412,blank,blank,blank,-0.240049855,blank,blank,blank,-0.766174801,-0.504013345,-0.118470818,-1.018070048
186,625663,"Thank you for your comments. May I refer you to <url>, where I think you will find the sort of criticism section that you are looking for?#",12,,,,,,12,7,,,,5,,,,,11,,,-1,,,,4,,,,6,,,,,4,,,,,,,4,,9,,,,7,,,,4,,,,10,1.780012741,blank,blank,blank,blank,blank,2.231506262,0.771614932,blank,blank,blank,0.515156856,blank,blank,blank,blank,2.529428634,blank,blank,-0.879040482,blank,blank,blank,0.594777563,blank,blank,blank,1.136455299,blank,blank,blank,blank,1.091091314,blank,blank,blank,blank,blank,blank,0.695587518,blank,1.782471679,blank,blank,blank,1.836306099,blank,blank,blank,1.421769838,blank,blank,blank,1.95800227,1.247510037,1.084988976,1.464204786
187,563491,"The Hitchin-related hoax claims by <url> seem to have led to a rather precipitate response, considering that he has only been an editor for a few days. Is there something going on here that isn't obvious?#",-5,,,,,,0,0,,,,3,,,,,-7,,,0,,,,0,,,,1,,,,,0,,,,,,,0,,-4,,,,4,,,,0,,,,0,-0.927424749,blank,blank,blank,blank,blank,-0.220024924,-0.444317254,blank,blank,blank,0.162671836,blank,blank,blank,blank,-1.441451577,blank,blank,-0.657340487,blank,blank,blank,-0.372340426,blank,blank,blank,0.016132646,blank,blank,blank,blank,-0.393689681,blank,blank,blank,blank,blank,blank,-0.279546563,blank,-0.895180227,blank,blank,blank,0.973245109,blank,blank,blank,-0.240049855,blank,blank,blank,-0.312145289,-0.359390103,-0.485511867,-0.191227751
