Community,Num,Id,Request_format,Request,Batch
Wikipedia,257,211646,how do you know that Yuvan is confirmed for Striker? You indeed referring to the &lt;url&gt; starring Siddharth?,how do you know that Yuvan is confirmed for Striker? You indeed referring to the <url> starring Siddharth?,
Wikipedia,258,627331,"Incidentally, your username seems familiar. Do you contribute to SPGB-related forums by any chance?","Incidentally, your username seems familiar. Do you contribute to SPGB-related forums by any chance?",
Wikipedia,259,625139,"Up to you - I see myself picking off one or two every now and then but nowhere near the level of work NortyNort is doing now. By the way, I have an open CCI request that I want a second opinion on - could you please help?","Up to you - I see myself picking off one or two every now and then but nowhere near the level of work NortyNort is doing now. By the way, I have an open CCI request that I want a second opinion on - could you please help?",
Wikipedia,260,622646,Please don't talk like a robot. What harm did it do?,Please don't talk like a robot. What harm did it do?,
Wikipedia,261,284172,"I'm sorry, but there is no discussion on the talk page that indicates that there was a debate about renaming, so the keep vote stands, I'm afraid. There were nine votes to keep, and only one to merge, so I don't understand how a single vote trumps nine others?","I'm sorry, but there is no discussion on the talk page that indicates that there was a debate about renaming, so the keep vote stands, I'm afraid. There were nine votes to keep, and only one to merge, so I don't understand how a single vote trumps nine others?",
Wikipedia,262,620595,I don't really see that as a problem. If it's a fringe position why not simply state it as such?,I don't really see that as a problem. If it's a fringe position why not simply state it as such?,
Wikipedia,263,477048,"Regarding &lt;url&gt;: &lt;url&gt; seems to say the exact opposite (that links on a dab page should ''not'' be through redirects). The page is at &lt;url&gt;, so shouldn't that be how it's linked on the dab page?","Regarding <url>: <url> seems to say the exact opposite (that links on a dab page should ''not'' be through redirects). The page is at <url>, so shouldn't that be how it's linked on the dab page?",
Wikipedia,264,179380,E-mail me at &lt;url&gt; (just get rid of the spaces in between the letters and numbers) whenever you feel like it. By the way are you a member on any Iranian football forums online?,E-mail me at <url> (just get rid of the spaces in between the letters and numbers) whenever you feel like it. By the way are you a member on any Iranian football forums online?,
Wikipedia,265,282680,Good idea.... Perhaps though you could also make a list of kings on that page??,Good idea.... Perhaps though you could also make a list of kings on that page??,
Wikipedia,266,580699,"Hi, I think that you do a fantastic job on DELSORT. However, I was just wondering if, when you add to Schools, whether you would be good enough to add them to the appropriate section, please?","Hi, I think that you do a fantastic job on DELSORT. However, I was just wondering if, when you add to Schools, whether you would be good enough to add them to the appropriate section, please?",
Wikipedia,267,479685,"Thanks! By the way, have you sent anything to Maggie since you received the email from the photographer?","Thanks! By the way, have you sent anything to Maggie since you received the email from the photographer?",
Wikipedia,268,534387,"How can I join, by the way? And is there a Welcoming Comittee userbox?","How can I join, by the way? And is there a Welcoming Comittee userbox?",
Wikipedia,269,527356,"Do you have ""remember me"" set in IE? If not are you using the login link?","Do you have ""remember me"" set in IE? If not are you using the login link?",
Wikipedia,270,544739,"That was awfully quick, considering that it was open for less than 12 hours. Since I must now do them individually, must they be considered ""Second Nominations"" if I put them up again?","That was awfully quick, considering that it was open for less than 12 hours. Since I must now do them individually, must they be considered ""Second Nominations"" if I put them up again?",
Wikipedia,271,472594,"And, by the way, shouldn't there have to be actual copyright VIOLATIONS (not just a lack of a machine-readable tag) to delete a photograph? Or are we so concerned with making our project bot-friendly that it doesn't matter if we lose really great images in the process?","And, by the way, shouldn't there have to be actual copyright VIOLATIONS (not just a lack of a machine-readable tag) to delete a photograph? Or are we so concerned with making our project bot-friendly that it doesn't matter if we lose really great images in the process?",
Wikipedia,272,19879,"I was checking out the article on the Unitarian Society in Fall River that you contributed to, and there's a lot that was wrong. I want to reconcile what you know with what I know so we can get this article right... a little help here?","I was checking out the article on the Unitarian Society in Fall River that you contributed to, and there's a lot that was wrong. I want to reconcile what you know with what I know so we can get this article right... a little help here?",
Wikipedia,273,63922,"Hello &lt;name&gt;! Since you are experienced in ''botovodstvo'', could you help us with the issue &lt;url&gt;?","Hello <name>! Since you are experienced in ''botovodstvo'', could you help us with the issue <url>?",
Wikipedia,274,460482,So it seems we both already know the problems with the current logo and the SVG one. What can I do to help you?,So it seems we both already know the problems with the current logo and the SVG one. What can I do to help you?,
Wikipedia,275,607497,Um. Thanks?,Um. Thanks?,
Wikipedia,276,621674,"So ''Junanci'' means ""Greeks""? In which language?","So ''Junanci'' means ""Greeks""? In which language?",
Wikipedia,277,203939,"If the Russia tricolor is not the flag of the Lokot Autonomy, than what is? Is the flag even available on Wikipedia?","If the Russia tricolor is not the flag of the Lokot Autonomy, than what is? Is the flag even available on Wikipedia?",
Wikipedia,278,624543,"That's still not the original source, and after searching through a few pages on Flickr, I'm assuming the original is all rights reserved anyway. Can I ask why you believe it is public domain?","That's still not the original source, and after searching through a few pages on Flickr, I'm assuming the original is all rights reserved anyway. Can I ask why you believe it is public domain?",
Wikipedia,279,573791,It seems &lt;url&gt; has tagged the following baiting articles &lt;url&gt; &lt;url&gt; &lt;url&gt; and &lt;url&gt; with a delete tag out of spite. It there a way to remedy this type of poor behaviour ?,It seems <url> has tagged the following baiting articles <url> <url> <url> and <url> with a delete tag out of spite. It there a way to remedy this type of poor behaviour ?,
Wikipedia,280,420955,"Wikipedia is not IMDb, which can easily be used (and is more suited) to providing complete soundtrack listings for pretty much every movie ever made. Would you care to address any of the other points I've brought up?","Wikipedia is not IMDb, which can easily be used (and is more suited) to providing complete soundtrack listings for pretty much every movie ever made. Would you care to address any of the other points I've brought up?",
Wikipedia,281,171044,&lt;name&gt; I find this conversation remarkable given that you have twice opted to edit war over referencing format to the detriment of an article's quality in the last 24 hours on &lt;url&gt;. What gives?,<name> I find this conversation remarkable given that you have twice opted to edit war over referencing format to the detriment of an article's quality in the last 24 hours on <url>. What gives?,
Wikipedia,282,622184,I added mention of the river. The info for &lt;url&gt; says the picture was taken in &lt;url&gt;; is that city located on the river?,I added mention of the river. The info for <url> says the picture was taken in <url>; is that city located on the river?,
Wikipedia,283,310105,"I might have just done a wrong revert on this art - what do you think? Small cf Singapores Changi maybe - but, ...?","I might have just done a wrong revert on this art - what do you think? Small cf Singapores Changi maybe - but, ...?",
Wikipedia,284,475927,And &lt;url&gt; targets &lt;url&gt;. Shouldn't it go to &lt;url&gt;?,And <url> targets <url>. Shouldn't it go to <url>?,
Wikipedia,285,474362,Where are the actual findings of fact and sanctions in Haiduc's case? Do they need to be tweaked?,Where are the actual findings of fact and sanctions in Haiduc's case? Do they need to be tweaked?,
Wikipedia,286,478708,"Nice work so far on your rewrite of ""The One After the Superbowl"". Are you planning on including info about the Diet Coke fiasco?","Nice work so far on your rewrite of ""The One After the Superbowl"". Are you planning on including info about the Diet Coke fiasco?",
Wikipedia,287,621793,"Oh I know, but I think that's a ''problem''. Unless there is some other cat for modem companies?","Oh I know, but I think that's a ''problem''. Unless there is some other cat for modem companies?",
Wikipedia,288,455392,I'm with you - it really is a friggin' pain that people refuse to read no matter how big you put the text. Should we just maybe remove the source entirely?,I'm with you - it really is a friggin' pain that people refuse to read no matter how big you put the text. Should we just maybe remove the source entirely?,
Wikipedia,289,97672,"Hmmm, you are basically asking me to think positively despite evidence and knowing that over this issue none good faith on part of some users was showed in past, but ok, letxb4s see how it goes. The question then is: do you consider including the discussions with outside mediation participants that happend on those talk-pages (direktor, for exemple, has been very active and enthusiastic there lately) or only the in-mediation discussions are the ones that count?","Hmmm, you are basically asking me to think positively despite evidence and knowing that over this issue none good faith on part of some users was showed in past, but ok, letxb4s see how it goes. The question then is: do you consider including the discussions with outside mediation participants that happend on those talk-pages (direktor, for exemple, has been very active and enthusiastic there lately) or only the in-mediation discussions are the ones that count?",
Wikipedia,290,625896,Noticed your nice ''&lt;url&gt;'' photograph. Perhaps you were on the Siruvani bird survey ?,Noticed your nice ''<url>'' photograph. Perhaps you were on the Siruvani bird survey ?,
Wikipedia,291,237733,"The problem remains that I don't know where to turn to educate myself further on the matter. For instance, where would I find the Tao-Green paper you mention in the article?","The problem remains that I don't know where to turn to educate myself further on the matter. For instance, where would I find the Tao-Green paper you mention in the article?",
Wikipedia,292,266502,I saw that page but was not sure if it had anything to do with any of the articles we are working on? or was this a general issue?,I saw that page but was not sure if it had anything to do with any of the articles we are working on? or was this a general issue?,
Wikipedia,293,115921,"&lt;name&gt;, you didn't reply to my message and my email. One question: if the church was built after 1700 but later ruin, for instance ruined by Beria order in 30s, can it be considered Contemporary?","<name>, you didn't reply to my message and my email. One question: if the church was built after 1700 but later ruin, for instance ruined by Beria order in 30s, can it be considered Contemporary?",
Wikipedia,294,249702,"Hi &lt;name&gt; - I've been noticing your sig on WP:CFD... this is probably something you know all about but... you do know about being able to use four tildes (&lt;nowiki&gt;~~~~&lt;/nowiki&gt;) to sign, don't you? Or have you done some fancy trick with your signature to stop it linking back to your user page?","Hi <name> - I've been noticing your sig on WP:CFD... this is probably something you know all about but... you do know about being able to use four tildes (<nowiki>~~~~</nowiki>) to sign, don't you? Or have you done some fancy trick with your signature to stop it linking back to your user page?",
Wikipedia,295,431249,Hi. Is there any chance of getting &lt;url&gt; unblocked from making edits on Wikipedia?,Hi. Is there any chance of getting <url> unblocked from making edits on Wikipedia?,
Wikipedia,296,620149,"- millions of people are using it to get help our service is free of charge. Since it's a tech support site you can't claim that it's not related to the article either (if you disagree with that just google for ""consumer electronics tech support"" see who comes first).We are here to server the community - why do you find it so offensive?","- millions of people are using it to get help our service is free of charge. Since it's a tech support site you can't claim that it's not related to the article either (if you disagree with that just google for ""consumer electronics tech support"" see who comes first).We are here to server the community - why do you find it so offensive?",
Wikipedia,297,396161,"Why am I never asked to write a feature. Is it because ""I is black""?","Why am I never asked to write a feature. Is it because ""I is black""?",
Wikipedia,298,628610,"I'm sorry, I'm having trouble understanding your question. Could you try again?","I'm sorry, I'm having trouble understanding your question. Could you try again?",
Wikipedia,299,259765,I put plural women because in the storylines it states he falls for Detective Graves. He also hits on another older woman &lt;url&gt; but that wasn't notable enough to include.. is it best to keep it singular?,I put plural women because in the storylines it states he falls for Detective Graves. He also hits on another older woman <url> but that wasn't notable enough to include.. is it best to keep it singular?,
Wikipedia,300,144711,"So I got rid of it. Have a little faith in my good judgment, okay?","So I got rid of it. Have a little faith in my good judgment, okay?",
