Num,Id,Request#,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,
148,41079,Is Castle Donington an incorporate municipality? Or is it just a place name?#,7: Or,,,"7: Or,8: is,9: it",,"7: Or,8: is,9: it,10: just,11: a,12: place,13: name?","1: Is,7: Or,8: is,9: it",,"5: incorporate,6: municipality?,7: Or,8: is,9: it,10: just,11: a,12: place,13: name?","1: Is,7: Or,8: is,9: it",,,,1: Is,,,"1: Is,7: Or,8: is",,,,"2: Castle,3: Donington",,"7: Or,8: is,9: it,10: just",,,"2: Castle,3: Donington,5: incorporate,6: municipality?","1: Is,7: Or,8: is,9: it,10: just",,"1: Is,7: Or,8: is,9: it,10: just",,"1: Is,7: Or",0,,,,,,,,,,,,,,,,,,,,,,,
149,415277,Sorry for not replying sooner. What would you like done with your page?#,1: Sorry,,,"1: Sorry,7: would,8: you,9: like","1: Sorry,2: for,3: not,4: replying,5: sooner.,7: would,8: you,9: like",1: Sorry,,,"1: Sorry,2: for,3: not,4: replying,5: sooner.","1: Sorry,2: for,3: not,4: replying,5: sooner.","1: Sorry,7: would,8: you","1: Sorry,7: would,8: you",,,"4: replying,5: sooner.,6: What,7: would",1: Sorry,,,,,"4: replying,5: sooner.","1: Sorry,2: for,6: What,7: would,8: you,9: like","1: Sorry,2: for,3: not,4: replying,5: sooner.","1: Sorry,2: for,3: not,4: replying,5: sooner.,6: What,7: would,8: you,9: like",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,125539,"I am in the process of responding to your message on my talk page. In the mean time, did Lochdale ever inadvertently expose his IP, such as editing while logged out and then logging in and signing?#","19: did,20: Lochdale,21: ever,22: inadvertently","6: of,7: responding,8: to,9: your,10: message,11: on,12: my,13: talk,14: page.,15: In,16: the,17: mean,18: time,,19: did,20: Lochdale","15: In,16: the,17: mean,18: time,,19: did","1: I,2: am,3: in,4: the,5: process","2: am,3: in,4: the,5: process,6: of,7: responding,8: to,9: your,10: message","1: I,2: am,3: in,4: the,5: process,6: of,15: In,16: the,17: mean,18: time,",1: I,,,"15: In,16: the,17: mean,18: time,",,"16: the,17: mean,18: time,,19: did,20: Lochdale,21: ever,22: inadvertently,23: expose,24: his,25: IP,,26: such,27: as,28: editing,29: while,30: logged,31: out,32: and","15: In,16: the,17: mean,18: time,",,"7: responding,8: to,9: your,10: message,25: IP,,34: logging,35: in,36: and,37: signing?","3: in,4: the,5: process,6: of,7: responding,8: to,9: your,10: message,22: inadvertently","1: I,2: am,3: in,4: the,5: process,6: of,7: responding,8: to,9: your,10: message","1: I,2: am,3: in,4: the,5: process,21: ever",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,432640,"Hi, I tweaked it again. Could you check please?#",,"6: Could,7: you,8: check,9: please?","6: Could,7: you,8: check,9: please?","6: Could,7: you,8: check,9: please?","6: Could,7: you,8: check,9: please?",9: please?,,,,,"1: Hi,,6: Could,7: you,8: check,9: please?","1: Hi,,9: please?",,,,"6: Could,7: you,8: check,9: please?",,"6: Could,7: you,9: please?",,,,,"6: Could,9: please?","6: Could,7: you,8: check,9: please?","6: Could,9: please?",,,"6: Could,7: you,9: please?",,0,,,,,,,,,,,,,,,,,,,,,,,,,
152,255097,"To be quite frank it doesn't matter that the quotes don't appear any other place on the internet, the point is that they violate policy by being here and you could always set up a personal website to host them where all you'd have to worry about is fair use and not Wikipedia's stricter requirements. Are there more of these quote/source pages than <url>, <url> and <url>?#","1: To,2: be,3: quite,4: frank,6: doesn't,7: matter,19: the,20: point,21: is,24: violate,31: could,32: always","1: To,2: be,3: quite,4: frank,6: doesn't,7: matter,19: the,20: point,21: is","1: To,2: be,3: quite,4: frank","1: To,2: be,3: quite,4: frank,5: it","1: To,2: be,3: quite,4: frank,5: it,6: doesn't,7: matter,19: the,20: point,21: is,22: that,30: you,31: could,32: always,33: set,34: up,35: a,36: personal,37: website,38: to,39: host,40: them,41: where,42: all,43: you'd,44: have,45: to,46: worry,47: about,48: is,49: fair,50: use,51: and,52: not,53: Wikipedia's,54: stricter,55: requirements.,56: Are,57: there,58: more,59: of,60: these,61: quote/source,62: pages,63: than,64: <url>,,65: <url>,66: and,67: <url>?","1: To,2: be,3: quite,4: frank,5: it,6: doesn't,7: matter,19: the,20: point,21: is,22: that","1: To,2: be,3: quite,4: frank",,,"1: To,2: be,3: quite,4: frank",,,"1: To,2: be,3: quite,4: frank",,,,,"4: frank,6: doesn't,7: matter,20: point","1: To,2: be,3: quite,4: frank,30: you,31: could,32: always,43: you'd,44: have,45: to","1: To,2: be,3: quite,4: frank",,"1: To,2: be,3: quite,4: frank",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,565696,Oh dear. Does that mean it's too difficult a read for Wiki?#,"1: Oh,2: dear.,7: too,8: difficult","3: Does,4: that,5: mean","1: Oh,2: dear.,3: Does","1: Oh,2: dear.",,"1: Oh,2: dear.,3: Does,4: that,5: mean",,,"1: Oh,2: dear.,3: Does,4: that,5: mean,6: it's,7: too,8: difficult,9: a,10: read,11: for,12: Wiki?","1: Oh,2: dear.,3: Does,4: that,5: mean",,"1: Oh,2: dear.,3: Does,4: that,5: mean",,"1: Oh,2: dear.",,,,,,2: dear.,,"1: Oh,2: dear.",,,2: dear.,,,,"1: Oh,2: dear.,3: Does,4: that,5: mean,7: too,8: difficult,10: read",0,,,,,,,,,,,,,,,,,,,,,,,,,
154,620540,"Oh, yeah, I've heard of that--that was the issue the Colonel was (incorrectly) alluding to, right? Is that list to which your link sent me something that Steve had to create, or was it generated automatically?#","1: Oh,,2: yeah,,13: (incorrectly),16: right?","1: Oh,,2: yeah,,16: right?","1: Oh,,2: yeah,,3: I've,4: heard,5: of,6: that--that","1: Oh,,2: yeah,,3: I've,4: heard,5: of,6: that--that","13: (incorrectly),17: Is,18: that,19: list,20: to,21: which,22: your,23: link,24: sent,25: me,26: something,27: that,28: Steve,29: had,30: to,31: create,","1: Oh,,2: yeah,,3: I've,4: heard,5: of,6: that--that,13: (incorrectly)","1: Oh,,2: yeah,,16: right?",,,"2: yeah,,13: (incorrectly)",,,16: right?,,,,,,,"2: yeah,,4: heard","1: Oh,,2: yeah,",,,"1: Oh,,2: yeah,,3: I've,4: heard,5: of,6: that--that","17: Is,18: that,32: or",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,237753,"I'm wondering why in the <url> article, you keep changing the link <url> to <url> which just redirects to <url>? Why not just leave the link to point to the intended article directy?#","9: keep,10: changing,17: just,21: Why,22: not,23: just,31: intended,33: directy?","1: I'm,2: wondering,3: why,8: you,9: keep,10: changing,21: Why,22: not,23: just","21: Why,22: not,23: just","1: I'm,2: wondering,3: why,4: in,5: the,6: <url>,7: article,,8: you,9: keep,10: changing,11: the,21: Why,22: not,23: just","8: you,9: keep,10: changing,11: the,12: link,13: <url>,14: to,15: <url>,16: which,17: just,18: redirects,19: to,20: <url>?,21: Why,22: not","1: I'm,2: wondering,3: why,4: in,21: Why,22: not,23: just","1: I'm,2: wondering,21: Why,22: not",,"2: wondering,21: Why,22: not,23: just",,"1: I'm,2: wondering,21: Why,22: not,23: just",,,"9: keep,23: just","8: you,9: keep,10: changing,17: just,18: redirects,21: Why,22: not,23: just","1: I'm,2: wondering,21: Why,22: not","3: why,4: in,9: keep,21: Why,22: not,23: just",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,589985,"PS I also am wondering about the letter ""ll"". It seems, like the Welsh <url>, to have a particular (and tricky) pronunciation, but thereu2019s nothing on the <url> or <url> pages about it: Can you shed any light on this?#","1: PS,5: wondering,21: tricky),36: shed,37: any,38: light","1: PS,2: I,3: also,4: am,5: wondering,34: Can,35: you,36: shed,37: any,38: light,39: on,40: this?","34: Can,35: you",,"34: Can,35: you,36: shed,37: any,38: light,39: on,40: this?","1: PS,10: It,11: seems,,34: Can,35: you,36: shed,37: any,38: light,39: on,40: this?","1: PS,2: I,3: also,4: am,5: wondering,6: about,34: Can,35: you,36: shed,37: any,38: light,39: on,40: this?","1: PS,34: Can,35: you,36: shed,37: any,38: light,39: on,40: this?","34: Can,35: you,36: shed,37: any,38: light,39: on,40: this?","10: It,11: seems,,34: Can,35: you",,,,"5: wondering,36: shed,38: light","34: Can,35: you,36: shed,37: any,38: light,39: on,40: this?","24: thereu2019s,25: nothing",,"34: Can,36: shed,38: light",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,473852,"More a bot to flag articles where persondata and defaultsort disagree, so that humans can check which is correct. I presume your bot already detects cases where DEFAULTSORT and listas disagree?#","21: presume,24: already,28: DEFAULTSORT","20: I,21: presume,22: your,23: bot",21: presume,,"20: I,21: presume",,"1: More,2: a,20: I,21: presume",,,"1: More,20: I,21: presume","20: I,21: presume",,,,"20: I,21: presume",,,,"20: I,21: presume",,,,,,21: presume,28: DEFAULTSORT,,,14: humans,,,28: DEFAULTSORT,,,0,,,,,,,,,,,,,,,,,,,,
158,619643,Really? When/where did that happen?#,,,1: Really?,,,"1: Really?,2: When/where",2: When/where,,1: Really?,,,1: Really?,,,,,,"1: Really?,2: When/where,3: did,4: that,5: happen?",1: Really?,,,,,1: Really?,,,,,"1: Really?,2: When/where,3: did,4: that,5: happen?",,,1: Really?,,"2: When/where,3: did,4: that,5: happen?",1: Really?,,,,1: Really?,,,,0,,,,,,,,,,,,
159,196201,The <url> disambiguation page seems to be a model for collecting the related entries for IOOF buildings in a single place. Do you agree?#,"22: Do,23: you,24: agree?","22: Do,23: you,24: agree?","22: Do,23: you,24: agree?","22: Do,23: you,24: agree?","5: seems,22: Do,23: you,24: agree?",,,"5: seems,6: to,7: be,22: Do,23: you,24: agree?","22: Do,23: you,24: agree?",,,"5: seems,6: to,7: be,22: Do,23: you,24: agree?","22: Do,23: you,24: agree?",,,,,24: agree?,"22: Do,23: you,24: agree?",,"22: Do,23: you,24: agree?",,"22: Do,23: you,24: agree?",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,564946,"Hi there, I've raised the possibility of unprotecting the tamazepam page <url>. What are your thoughts?#","1: Hi,2: there,,13: What,14: are,15: your,16: thoughts?","1: Hi,2: there,,4: raised,5: the,6: possibility,13: What,14: are,15: your,16: thoughts?","1: Hi,2: there,,3: I've","13: What,14: are,15: your,16: thoughts?","1: Hi,2: there,,6: possibility,13: What,14: are,15: your,16: thoughts?","1: Hi,2: there,,3: I've,4: raised,5: the,6: possibility,7: of,13: What,14: are,15: your,16: thoughts?","1: Hi,2: there,,13: What,14: are,15: your,16: thoughts?","1: Hi,2: there,,13: What,14: are,15: your,16: thoughts?","13: What,14: are,15: your,16: thoughts?",,,,"1: Hi,16: thoughts?","13: What,14: are,15: your,16: thoughts?","1: Hi,2: there,,13: What,14: are,15: your,16: thoughts?","13: What,14: are,15: your,16: thoughts?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,291631,"Also, how does that vandalism thing on your page work? Do you have to change the count manually, or does it detect vandalism itself?#","2: how,3: does,4: that",,,"1: Also,,2: how,3: does",,"2: how,3: does,4: that,5: vandalism,6: thing","1: Also,",,,,6: thing,,,"1: Also,",,"1: Also,,2: how,3: does,4: that,5: vandalism,6: thing,7: on,8: your,9: page,10: work?","2: how,24: itself?","11: Do,12: you,13: have,14: to,15: change,16: the,17: count,18: manually,,19: or,20: does,21: it,22: detect,23: vandalism,24: itself?","1: Also,,2: how,3: does,4: that","2: how,11: Do,12: you",,,,"19: or,20: does,21: it,22: detect,23: vandalism,24: itself?","2: how,20: does","1: Also,,2: how,3: does,19: or,20: does,21: it",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,620910,"Thanks, can we write an article on that ? do you think it is notable enough ?#","2: can,3: we,4: write",,,"1: Thanks,,10: do,11: you,12: think,13: it,14: is,15: notable,16: enough","1: Thanks,,10: do",,"1: Thanks,",,,"1: Thanks,,2: can,3: we,4: write,5: an,6: article,7: on,8: that","1: Thanks,,2: can,10: do,11: you,12: think","1: Thanks,,2: can,3: we,4: write,5: an,6: article,7: on,8: that,9: ?,10: do,11: you,12: think,13: it,14: is,15: notable,16: enough","1: Thanks,","1: Thanks,,2: can,3: we,4: write,5: an,6: article,7: on,8: that,9: ?,10: do,11: you,12: think,13: it,14: is,15: notable,16: enough,17: ?","1: Thanks,",,"1: Thanks,,2: can,3: we,4: write,5: an,6: article,7: on,8: that,9: ?,10: do,11: you,12: think,13: it,14: is,15: notable,16: enough,17: ?","10: do,11: you,12: think,13: it,14: is,15: notable,16: enough,17: ?","1: Thanks,","1: Thanks,,10: do,11: you,12: think,13: it",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,262902,Why haven't you submitted the diet to Good Article? And when are you going for Featured Article candidates?#,"1: Why,2: haven't,3: you,4: submitted",,"1: Why,2: haven't,3: you,4: submitted,10: And,11: when,12: are,13: you,14: going","1: Why,2: haven't,3: you","1: Why,2: haven't,3: you,4: submitted","1: Why,2: haven't,3: you","1: Why,2: haven't,3: you","1: Why,2: haven't,3: you,4: submitted,11: when,12: are,13: you,14: going,15: for","1: Why,2: haven't,3: you,11: when,12: are,13: you,14: going","1: Why,2: haven't,11: when,12: are,13: you",,,"1: Why,2: haven't,3: you","1: Why,2: haven't,3: you",,,,"1: Why,2: haven't,3: you,4: submitted,5: the,6: diet,7: to,8: Good,9: Article?,10: And,11: when,12: are,13: you,14: going,15: for,16: Featured,17: Article,18: candidates?","1: Why,2: haven't","1: Why,2: haven't,3: you,10: And,11: when,12: are,13: you,14: going",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,624484,"Where is the exception in <url> for ""tossing out citations and verifiable in order to make it easier for the reader""? Who are you to disagree with Nikon's label of ""Compact Professional""?#","22: Who,23: are,24: you,25: to,26: disagree","22: Who,23: are,24: you,25: to,26: disagree,27: with","22: Who,23: are,24: you,25: to,26: disagree","1: Where,2: is,3: the,4: exception","22: Who,23: are,24: you,25: to,26: disagree","22: Who,23: are,24: you,25: to,26: disagree","1: Where,2: is,3: the,4: exception,22: Who,23: are,24: you,25: to,26: disagree,27: with","22: Who,23: are,24: you,25: to,26: disagree","1: Where,2: is,22: Who,23: are,24: you,25: to,26: disagree",,"22: Who,23: are,24: you,25: to,26: disagree","22: Who,23: are,24: you,25: to,26: disagree,27: with","1: Where,2: is,3: the,4: exception,5: in,6: <url>,7: for,8: ""tossing,9: out,10: citations,11: and,12: verifiable,13: in,14: order,15: to,16: make,17: it,18: easier,19: for,20: the,21: reader""?,22: Who,23: are,24: you,25: to,26: disagree,27: with,28: Nikon's,29: label,30: of,31: ""Compact,32: Professional""?","22: Who,23: are","22: Who,23: are,24: you,25: to,26: disagree,27: with",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,620852,Thanks! =D And how soon are we going to try to get The Lost Age to Featured Article?#,2: =D,,,,,2: =D,,,,"1: Thanks!,2: =D",,2: =D,,,,1: Thanks!,,1: Thanks!,"1: Thanks!,2: =D",,,,,,"1: Thanks!,2: =D","1: Thanks!,2: =D",,,,,,"1: Thanks!,2: =D",,"1: Thanks!,2: =D",,,,,"1: Thanks!,2: =D",,1: Thanks!,"1: Thanks!,2: =D",0,,,,,,,,,,,,
166,577073,"I am doing stub cleaning and consolidation that is needed to reduce the incidence of tiny articles. For instance, did you know that the Luis Rodriguez article was linked to by a music producer, two boxers and a singer?#","4: stub,5: cleaning",,,,"20: did,21: you,22: know,23: that","18: For,19: instance,,20: did,21: you,22: know",3: doing,,,,"1: I,2: am,3: doing,20: did,21: you,22: know,23: that","18: For,19: instance,","18: For,19: instance,,20: did,21: you,22: know,23: that",,"18: For,19: instance,","10: needed,11: to,12: reduce,13: the,14: incidence,15: of,16: tiny,17: articles.","18: For,19: instance,,20: did,21: you","18: For,19: instance,,20: did,21: you,22: know,23: that,24: the,25: Luis,26: Rodriguez,27: article,28: was,29: linked,30: to,31: by,32: a,33: music,34: producer,,35: two,36: boxers,37: and,38: a,39: singer?","18: For,19: instance,,20: did,21: you,22: know,23: that,24: the,25: Luis,26: Rodriguez,27: article,28: was,29: linked,30: to,31: by,32: a,33: music,34: producer,,35: two,36: boxers,37: and,38: a,39: singer?","20: did,21: you,22: know","1: I,2: am,3: doing,4: stub,5: cleaning,18: For,19: instance,",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,215843,"I didn't remove the image; I just moved it down to the bottom of the box, to avoid having a long stack of images at the top. Is that a problem?#","7: just,28: Is,29: that,30: a,31: problem?",,"28: Is,29: that,30: a,31: problem?","28: Is,29: that,30: a,31: problem?","28: Is,29: that,30: a,31: problem?","28: Is,29: that,30: a,31: problem?","28: Is,29: that,30: a,31: problem?","1: I,2: didn't,3: remove,4: the,5: image;,6: I,7: just,8: moved,28: Is,29: that,30: a,31: problem?","28: Is,29: that,30: a,31: problem?","28: Is,29: that,30: a,31: problem?",,,,"28: Is,29: that,30: a,31: problem?","6: I,7: just,8: moved,9: it,10: down,11: to,12: the,13: bottom,14: of,15: the,16: box,,17: to,18: avoid,19: having,20: a,21: long,22: stack,23: of,24: images,25: at,26: the,27: top.,28: Is,29: that,30: a,31: problem?","28: Is,29: that,30: a,31: problem?","28: Is,29: that,30: a,31: problem?","1: I,2: didn't,3: remove,4: the,5: image;,6: I,7: just,8: moved,9: it,28: Is,29: that,30: a,31: problem?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,629841,Is there any way I could talk you into being more conservative with creation of new articles? Do you agree that some of what you're creating here would be seen as obviously deletable material by most editors?#,"32: obviously,33: deletable",,,"1: Is,2: there,3: any,4: way,5: I,6: could,7: talk,8: you,9: into,32: obviously,33: deletable,34: material,35: by,36: most,37: editors?","1: Is,2: there,3: any,4: way,5: I,6: could,7: talk,8: you","1: Is,2: there,3: any,4: way",,"18: Do,19: you,20: agree,21: that,22: some,23: of,24: what,25: you're,26: creating,27: here,28: would,29: be,30: seen,31: as,32: obviously,33: deletable","24: what,25: you're,26: creating,27: here,32: obviously,33: deletable","1: Is,2: there,3: any,4: way,5: I,6: could,7: talk,8: you,9: into,18: Do,19: you,20: agree,21: that,22: some,23: of,24: what,25: you're,26: creating,27: here,28: would,29: be,30: seen,31: as,32: obviously,33: deletable","1: Is,2: there,3: any,4: way,5: I,6: could,7: talk,8: you,9: into,10: being,11: more,12: conservative","1: Is,2: there,3: any,4: way,18: Do,19: you,20: agree",,"1: Is,2: there,3: any,4: way,5: I,6: could,7: talk,8: you,9: into,10: being,11: more,12: conservative,13: with,14: creation,15: of,16: new,17: articles?","22: some,23: of,24: what,25: you're,26: creating,27: here,28: would,29: be,30: seen,31: as,32: obviously,33: deletable,34: material","18: Do,19: you,20: agree,21: that,22: some,23: of,24: what,25: you're,26: creating,27: here,28: would,29: be,30: seen,31: as,32: obviously,33: deletable,34: material,35: by,36: most,37: editors?","1: Is,2: there,3: any,4: way","1: Is,2: there,3: any,4: way,5: I,6: could,7: talk,8: you,18: Do,19: you,20: agree,21: that,22: some,23: of,24: what,25: you're,26: creating,27: here,28: would,33: deletable",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,612483,"I still prefer Huxley's version, as I don't think that version makes the dying off clear, and ignores the r-type organism analogue. Is there any way to work more emphasis into the dying off part in, as it's absolutely crucial to the removal of unfit forms?#","23: Is,24: there,25: any,26: way",,"23: Is,24: there,25: any,26: way,27: to,28: work,29: more,30: emphasis,39: absolutely,40: crucial,41: to,42: the,43: removal","23: Is,24: there,25: any,26: way,27: to","39: absolutely,40: crucial",,"23: Is,24: there,25: any,26: way,27: to,28: work,29: more,30: emphasis","23: Is,24: there,25: any,26: way","1: I,2: still,3: prefer,6: as,7: I,8: don't,9: think,23: Is,24: there,25: any,26: way,27: to,28: work,29: more,30: emphasis,37: as,38: it's,39: absolutely,40: crucial","1: I,2: still,3: prefer,23: Is,24: there,25: any,26: way,27: to","3: prefer,8: don't,9: think,23: Is,24: there,25: any,26: way",,"2: still,3: prefer",,"6: as,7: I,8: don't,9: think,10: that,11: version,12: makes,13: the,14: dying,15: off,16: clear,,17: and,18: ignores,19: the,20: r-type,21: organism,22: analogue.","1: I,2: still,3: prefer,23: Is,24: there,25: any,26: way","2: still,3: prefer","23: Is,24: there,25: any,26: way,27: to,28: work,29: more,30: emphasis,31: into,32: the,33: dying,34: off,35: part,36: in,,37: as,38: it's,39: absolutely,40: crucial,41: to,42: the,43: removal,44: of,45: unfit,46: forms?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,554731,"By chance, I have indef blocked <person> over your 31-hour block. Would you like me to keep indef block or change it back to 31 hours?#",6: blocked,,,,"6: blocked,7: <person>,17: keep,18: indef,19: block,20: or,21: change,22: it,23: back,24: to,25: 31,26: hours?","1: By,2: chance,,5: indef","1: By,2: chance,",,,"12: Would,13: you,14: like,15: me,16: to,17: keep,18: indef,19: block,20: or,21: change,22: it,23: back,24: to,25: 31,26: hours?","1: By,2: chance,,12: Would,13: you,14: like","1: By,2: chance,,12: Would,13: you,14: like,15: me,16: to",,"1: By,2: chance,,12: Would,13: you,14: like,15: me,16: to","12: Would,13: you,14: like,15: me,16: to",,,"21: change,22: it,23: back","1: By,2: chance,,12: Would,13: you,14: like,15: me,16: to","1: By,2: chance,,12: Would,13: you,14: like,15: me","1: By,2: chance,,12: Would,13: you,14: like","12: Would,13: you,14: like,15: me,16: to,17: keep",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,83784,"OK, the 3920th is done. Any further thoughts?#","6: Any,7: further,8: thoughts?",,,,,,,,"1: OK,,6: Any,7: further,8: thoughts?","6: Any,7: further,8: thoughts?","6: Any,7: further,8: thoughts?","6: Any,7: further,8: thoughts?","3: 3920th,4: is,5: done.","6: Any,7: further,8: thoughts?",,"6: Any,7: further,8: thoughts?",,,,"6: Any,7: further,8: thoughts?",,,"1: OK,,4: is,5: done.,6: Any,7: further,8: thoughts?","6: Any,7: further,8: thoughts?",,"6: Any,7: further,8: thoughts?",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,384811,"Yobot labelled <url> as a stub, though it has <person>. Perhaps that's a dab template Yobot doesn't know about?#",19: about?,,,,,,,,,11: Perhaps,,,"11: Perhaps,12: that's,13: a,14: dab,15: template,16: Yobot,17: doesn't,18: know,19: about?",11: Perhaps,,11: Perhaps,"15: template,16: Yobot,17: doesn't",11: Perhaps,,,11: Perhaps,,,,,"16: Yobot,17: doesn't,18: know,19: about?","11: Perhaps,12: that's,13: a,14: dab,15: template,16: Yobot,17: doesn't,18: know,19: about?",11: Perhaps,,,11: Perhaps,,,0,,,,,,,,,,,,,,,,,,,,,
173,508269,"...why not try something a bit more proactive? Now, obviously he's using proxies, but are there no rangeblocks that might make his job harder?#","8: proactive?,9: Now,,10: obviously",,,,,,,"1: ...why,2: not,3: try,4: something,9: Now,,10: obviously","1: ...why,2: not,3: try,4: something,5: a,6: bit,7: more,8: proactive?","1: ...why,10: obviously","1: ...why,2: not,3: try","11: he's,12: using,13: proxies,,14: but","1: ...why,2: not,6: bit,7: more,8: proactive?,10: obviously,15: are,16: there,17: no","1: ...why,2: not,10: obviously,15: are,16: there,17: no,18: rangeblocks","1: ...why,2: not",,,,"1: ...why,2: not,3: try,4: something,5: a,6: bit,7: more,8: proactive?","1: ...why,2: not,10: obviously,14: but,15: are,16: there,17: no","1: ...why,2: not,13: proxies,",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,328920,The copyediting is being done as I speak. Anything else you can think of?#,"4: being,5: done,6: as,7: I,8: speak.",,,,,,,"9: Anything,10: else",,"9: Anything,10: else,11: you,12: can,13: think,14: of?","9: Anything,10: else","9: Anything,10: else,11: you,12: can,13: think,14: of?","9: Anything,10: else,11: you,12: can,13: think,14: of?","9: Anything,10: else,11: you,12: can,13: think,14: of?","9: Anything,10: else,11: you,12: can,13: think,14: of?","9: Anything,10: else,11: you,12: can,13: think,14: of?","9: Anything,10: else,11: you,12: can,13: think,14: of?","9: Anything,10: else,11: you,12: can,13: think,14: of?","9: Anything,10: else",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,594145,thank you. any clue what happened?#,,"1: thank,2: you.",,,,,,,,,"1: thank,2: you.,3: any,4: clue",,"1: thank,2: you.","1: thank,2: you.",,"1: thank,2: you.,3: any,4: clue,6: happened?","1: thank,2: you.,3: any,4: clue,5: what,6: happened?","1: thank,2: you.",,,"1: thank,2: you.",,,,,"1: thank,2: you.,3: any,4: clue,5: what,6: happened?","1: thank,2: you.,3: any,4: clue",,"1: thank,2: you.",,,"1: thank,2: you.,3: any,4: clue",,0,,,,,,,,,,,,,,,,,,,,,
176,542963,"See: <url>. If I remember correctly, you said you planned on cleaning up after the bot tagged the images; is that still the case?#","3: If,4: I,5: remember,6: correctly,,20: is,21: that,22: still,23: the,24: case?",,,"3: If,4: I,5: remember,6: correctly,,7: you,8: said,20: is,21: that,22: still","20: is,21: that,22: still,23: the,24: case?","1: See:,7: you,8: said","3: If,4: I,5: remember,6: correctly,,20: is,21: that,22: still,23: the,24: case?","6: correctly,,7: you,8: said,9: you,10: planned","7: you,8: said,9: you,10: planned,11: on,20: is,21: that,22: still,23: the,24: case?","3: If,4: I,5: remember,6: correctly,",,,"1: See:,7: you,8: said,9: you",,,"20: is,21: that,22: still,23: the,24: case?","3: If,4: I,5: remember,6: correctly,,7: you,8: said,9: you,20: is,21: that,22: still,23: the,24: case?","3: If,4: I,5: remember,6: correctly,,20: is,21: that,22: still",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,133725,"I don't think I've used it in Wikipedia. So, if I haven't, why did you bring it up?#","9: So,,10: if,11: I,12: haven't,,13: why,14: did,15: you,16: bring,17: it,18: up?",,,"9: So,,10: if,11: I,12: haven't,,13: why,14: did,15: you,16: bring,17: it,18: up?","9: So,,10: if,11: I,12: haven't,,13: why,14: did,15: you,16: bring,17: it,18: up?","9: So,,10: if,11: I,12: haven't,,13: why,14: did,15: you,16: bring,17: it,18: up?","9: So,,10: if,11: I,12: haven't,,13: why,14: did,15: you,16: bring,17: it,18: up?","12: haven't,,13: why,14: did,15: you,16: bring,17: it","9: So,,10: if,11: I,12: haven't,,13: why,14: did,15: you,16: bring,17: it,18: up?","13: why,14: did,15: you,16: bring,17: it,18: up?",,"13: why,14: did,15: you,16: bring,17: it,18: up?","13: why,14: did,15: you,16: bring,17: it,18: up?","1: I,2: don't,3: think,9: So,,10: if,11: I,12: haven't,,13: why,14: did,15: you,16: bring,17: it,18: up?","9: So,,10: if,11: I,12: haven't,,13: why,14: did",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
